Point 1
x
11.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	11.000000
	10.000000
	10.000000
	10.000000
	10.000000
	11.000000
	11.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	11.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	11.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	11.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	11.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	10.000000
	
y
2498.291866
	2498.144186
	2498.165877
	2498.037559
	2498.182243
	2498.271028
	2498.112108
	2498.216590
	2498.009174
	2498.147982
	2498.148148
	2498.140909
	2498.017857
	2498.228571
	2498.000000
	2498.234450
	2498.159091
	2498.154589
	2498.093617
	2498.113122
	2498.115741
	2498.034632
	2497.872247
	2498.097222
	2498.184332
	2498.247664
	2498.111111
	2498.074419
	2498.206422
	2498.252336
	2498.313084
	2498.093458
	2498.284404
	2498.057851
	2498.050691
	2498.309524
	2498.110656
	2498.116279
	2498.354067
	2498.064220
	2498.066964
	2498.178404
	2498.261682
	2498.133028
	2498.225806
	2498.162791
	2498.310185
	2498.099057
	2498.070755
	2498.032710
	2498.180095
	2498.290323
	2498.037209
	2498.088889
	2498.013453
	2497.871486
	2498.254630
	2498.018519
	2497.902041
	2498.338095
	2498.334928
	2498.117117
	2498.018605
	2498.004525
	2497.877828
	2497.977679
	2498.065844
	2498.032110
	2498.042735
	2498.294931
	2497.954751
	2497.903084
	2497.961864
	2497.894737
	2497.885463
	2497.895928
	2498.070093
	2498.199052
	2498.080189
	2498.104545
	2498.368421
	2498.112676
	2498.211268
	2498.178404
	2498.052846
	2498.289720
	2498.276995
	2498.018349
	2498.183962
	2498.071730
	2498.251163
	2498.235849
	2498.252336
	2498.178404
	2498.130841
	2497.777311
	2497.906250
	2498.152778
	2498.284360
	2498.065421
	2498.220657
	2497.950450
	2498.288372
	2498.074890
	2498.096154
	2498.028169
	2497.940171
	2498.031111
	2498.013575
	2498.175115
	2498.174312
	2498.070755
	2498.130841
	2497.922764
	2498.197183
	2498.317308
	2498.230415
	2498.109091
	2498.008230
	2498.175115
	2498.145540
	2497.925110
	2497.995370
	2498.067511
	2498.305936
	2498.122172
	2498.041860
	2498.138889
	2498.234742
	2498.162791
	2498.194313
	2498.039823
	2498.302326
	2497.894273
	2498.025532
	2498.292237
	2498.107477
	2498.162791
